hash;problem;result;/raid/iser/log-glucose4/;/raid/iser/log-candy-halloween;/raid/iser/log-candy-halloween-lrb;/raid/iser/log-candy-deepfish;/raid/iser/log-candy-deepfish-lrb;/raid/iser/log-candy-jesus;/raid/iser/log-candy-buddha;/raid/iser/log-candy-buddha-no-sort-watches;/raid/iser/log-candy-adam;/raid/iser/log-candy-eva;/raid/iser/log-candy-eva-ts-ca;/raid/iser/log-candy-eva-ts-ca-pr;/raid/iser/log-candy-cain;/raid/iser/log-candy-cain-ts-ca;/raid/iser/log-horde-c2;/raid/iser/log-horde-c2-d0-e1
d1072c411057a180acba0e9045302e14;6-4-6.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c8d900af5b7da915d3026d497dede2d4;20180321_140833987_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
5f3eb344f24a6cae2684224c925d15d0;CNP-5-1100.cnf;SAT;450;5000;245;5000;226;5000;5000;5000;5000;5000;5000;5000;5000;5000;1215;-1
43c42b1e45340bbe110b65be56b1c0c6;CNP-5-1800.cnf;SAT;260;5000;74;5000;71;5000;5000;5000;5000;5000;5000;433;5000;5000;936;-1
2557701fd702c88ca76b8b6eac315384;quadratic_tight_error.c.cnf;UNSAT;3851;222;271;207;270;255;248;148;211;209;508;5000;206;567;269;-1
06dab83160cccea05b7277d29e67f606;gto_p60c231.cnf;UNSAT;294;177;514;175;523;192;259;285;277;250;201;307;251;214;83;-1
8f88029809ace49519aee16fa825951c;8-4-10.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
f7a07c26e7a62e343c1199de609dc6ab;less-cy-caa.rules.6-4.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
5598424c9412005681ed3fa4ca3359d9;udiv35prop.cnf;UNSAT;490;3375;5000;3267;5000;3042;2705;2837;2577;2682;2960;5000;2608;3184;5000;5000
7a7204dcfdf0c76dfb2d99ff72ba8d35;T96.2.0.cnf;UNSAT;1714;4688;5000;3417;5000;4131;3577;3897;3834;4003;3862;2562;4127;4895;2187;-1
6f13baa2e521e7af9fcf6e989e8a1848;ex095_8.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d777973803920c1e3412eaffb710aae8;full-ax-xa.rules.7-7.cnf;SAT;2731;5000;5000;5000;5000;5000;808;5000;793;869;5000;5000;838;5000;5000;-1
5e608ffb32621f86e21b14e9145baa64;ex157_10.cnf;SAT;3008;5000;756;5000;676;2858;5000;859;5000;2518;5000;5000;2468;5000;995;-1
c69c3b817f47d22fff0eb78e7cd128cb;20180321_140827428_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
7f37820e1ee4a4a1ac91acd57bdf4f8c;sted5_0x1e3-20.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
6de51e2ff43f5413d81428baa010bc8f;C3-2-31.cnf;SAT;66;153;5000;144;5000;148;182;147;159;153;152;264;161;150;498;-1
487a6bcdcd3837357cf1932ed36560f3;terminator_03_true-unreach-call_true-termination.i.cnf;UNSAT;1018;4804;5000;3898;5000;4690;3870;3914;4308;4256;3983;3111;4051;4091;5000;-1
a123f28f6da57b73ae33b33a75249a78;dist6.c.cnf;UNSAT;297;674;2307;633;2283;429;459;508;436;415;515;5000;409;564;679;-1
5c8b5b88c7f04892213f13d87100240f;queen8-8-9.cnf;SAT;36;236;67;237;67;18;47;366;47;196;133;175;182;147;3;-1
b94c4ad6719bb83e1a205107d3c5ada2;T107.2.0.cnf;UNSAT;1401;5000;5000;4121;5000;3984;3641;4401;3600;4083;3724;2507;4191;4118;2240;-1
cb1bb9bfb21a17ed6aa6f51ae0183926;20180322_164238439_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
08d67ac6bc42e0cd42d0fc529d247b10;sted5_0x0-60.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
fd4d879c40b592d5bf1feb5628e15209;cms-scheel-md5-families-r24-c7-p1-5-6-12-16-18-19.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
fe3e47c29282bd6d761052eb1add532a;apn-sbox6-cut3-helpbox26.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d66f7d055f2b40aa92b8cef8f9b03274;20180322_164224543_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
46b565f19949e2000a495f23e24a94e2;factoring54018521x562448657.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c478b7c4d25ace749035a76fdb6a1312;apn-sbox6-cut4-helpbox30.cnf;SAT;1237;653;1644;626;1625;2543;4309;2304;4235;2836;5000;5000;2630;5000;742;-1
d14028833cd34d1e8b2c6707efaf3f8c;Karatsuba6972593x13466917.cnf;SAT;1479;736;1648;702;1609;2185;1772;1209;1776;1142;1102;594;969;1154;201;-1
e27187ddc8d16fbdcde6e7d89a32af6b;Karatsuba4477457x5308417.cnf;SAT;1030;1473;1390;1480;1476;188;1118;2613;1124;258;2546;5000;294;2620;116;-1
9420c4596fe5c68ebc821c063345f790;ad-A-3-7-17.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
98e0a224ab5a7478eb2ed17659cb62e7;CNP-5-1200.cnf;SAT;773;5000;3847;5000;3892;5000;5000;5000;5000;5000;5000;5000;5000;5000;1360;-1
ed832480704804f6c056788ea3e01311;gto_p60c234.cnf;UNSAT;681;596;1664;583;1653;485;468;378;463;456;588;1364;501;630;332;-1
247f121df5bd9e867f54547d760538ea;si2-r001-m200-09.cnf;SAT;1166;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;10;-1
6186afebc679756740b4953c27bf9a40;Nb13T165.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
8bd2fee1a7bc8c409c93f122e123121e;lei450-05b-05.cnf;SAT;35;13;0;12;0;16;10;18;10;9;11;37;9;12;1;1
68bcf17d493051411ca3db8bdbc67f33;5or7mod8.rules.7-7.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
3f8c8077ffd1dc01fb691a120768bbab;courses_flat_0.12_2017_9.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c9e04ebd70e4e1deba3fd4d72c74c143;school1_nsh.col.14.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
b448078a983e7654a152bb3518fcb645;satcoin-genesis-SAT-256.cnf;SAT;5000;1119;117;1131;112;3231;5000;2309;5000;3619;5000;5000;3633;5000;102;-1
a495677bd33d535a2ded0c16fd90470d;20180321_140826713_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d1471375852958793ebadd97df4c2066;ecarev-110-4099-22-30-5.cnf;SAT;531;1173;5000;1091;4897;1127;1204;870;1226;1118;1053;1827;1093;1151;1374;-1
381ab20c26d247640c3c2be6e91bf6a6;ex015_14.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
76781c1c7a08ae9d7a7ba51c80615604;gto_p60c241.cnf;UNSAT;343;317;532;322;543;333;460;454;433;446;425;1042;419;477;249;-1
2861b4788a60a2e02b6c0b1697c8a609;sted1_0x1e3-200.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
96929170535d16ef70895fac3076c60c;ramsey-32-4.cnf;SAT;5000;5000;4782;5000;4540;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d4e776edea17e8206db46120c6053165;udiv46prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
b5a69aa089e3262bb2d11f49027c9bb1;Nb8T63.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d22d89d18e8173ab34faa08bd56e47a7;T82.2.0.cnf;UNSAT;1238;4903;5000;3599;5000;3896;3419;3544;3742;4147;3979;1748;4264;4955;1335;-1
db4dbd6bb39832da0aef5d4ddee78dfd;CNP-5-1400.cnf;SAT;394;5000;359;5000;341;5000;158;5000;149;141;5000;5000;152;5000;161;-1
349d16112918bb176cd00ab78004abf9;Problem11_label51_false-unreach-call.c.cnf;SAT;4034;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;2930;5000;5000;2054;-1
bffca82f727a752539ecc17f265f51a6;satcoin-genesis-SAT-64.cnf;SAT;5000;5000;8;5000;5;696;5000;3735;5000;5000;4540;1665;5000;4657;37;41
c9b9588a9b9fb857947444ce61417945;ex179_11.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d83568dc1c3a043d873555bf4b3237c7;CNP-5-500.cnf;SAT;5000;5000;710;5000;733;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
38ba166b9c13aae018bcd21598fe03b2;CNP-5-600.cnf;SAT;5000;5000;1200;5000;1069;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
7ff9d98c30bb88144564d752fa0303e4;pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c.cnf;UNSAT;170;299;5000;288;5000;316;472;496;415;395;435;1113;404;442;571;-1
c40f0e583e449c852b146a7dadb965ef;T122.2.0.cnf;UNSAT;3374;4487;5000;3973;5000;4398;3801;3912;3943;4024;3936;3137;3759;5000;5000;-1
97b642810220f601ff0dc38b5a906871;CNP-5-300.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d2b50b0811eed64542be57da9efb09a8;10-3-13.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
4829ec5fe41849087de8f0b3adc067c9;CNP-5-200.cnf;SAT;4460;5000;5000;5000;5000;5000;5000;3079;5000;5000;5000;5000;5000;5000;5000;-1
6104a69f71997e5e051b1e6df92be5b4;CNP-5-1500.cnf;SAT;52;1788;347;1796;381;5000;5000;5000;5000;5000;5000;5000;5000;5000;2015;-1
c87bd35caf36518150c135438d5ce339;apn-sbox5-cut5-symmbreak.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
868605c823e11ad0f926dc99f1f5fb05;course_flat_0.16_2018_3.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
2346b95a7861998d8c211af57773cf75;ecarev-110-1031-23-40-3.cnf;UNSAT;311;604;780;608;804;836;1100;729;1107;804;845;560;767;885;644;-1
a2755e35c41532bfa314092ec8fccb4f;CNP-5-0.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c8ab0bbbe335700ae96a1e80a511830c;si2-b06m-m1000-03.cnf;SAT;247;163;173;171;164;180;164;163;175;164;163;210;162;168;8;-1
626ef169f4b77ac3d4c0177fef4f1792;course0.12_2018_3_3.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
eca745e78ca19083aec8f4224ad09ca8;less-cy-caa.rules.4-9.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
44a2542823e81bc5e406df8dcba99410;cms-scheel-md5-families-r24-c4-p1-3-4-16.cnf;SAT;456;2244;2717;2147;2411;1599;1299;2019;1331;1520;1472;3313;1620;1680;628;-1
fc042d6e615920537630166e1d7fe5d5;a_rphp065_04.cnf;UNSAT;1034;1897;5000;1929;5000;2340;2366;2365;2286;2307;2114;4912;2356;2300;2160;-1
1ee6c679322be30e44d7b91a13b76ea9;ecarev-110-1031-23-40-6.cnf;SAT;2117;5000;5000;5000;5000;5000;4770;4974;4780;3193;3632;5000;3113;3854;5000;-1
e2c6b203996bd9221c0514bbe2097bbf;Problem14_label48_true-unreach-call.c.cnf;UNSAT;205;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;304;5000;5000;274;-1
3c3fa8682e20d30eef7436bc774566be;course0.2_2018_3.cnf;SAT;1455;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
5d847225f89af636422b95b54fa66db1;cms-scheel-md4-families-r24-c6-p1-9-13-16-18-19.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
1a83c123fbb08af57203fa990a53398a;ex065_24.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
5380f8920a151fd22fc2885a2713ca32;apn-sbox5-cut3-symmbreak.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
7da8eb61cf8f847e999f506879f445e3;courses0.2_2017_9.cnf;SAT;5000;5000;1811;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d520521cbd9a0f2eaec443f82d2efa45;satcoin-genesis-SAT-128.cnf;SAT;5000;4495;42;4364;36;1310;5000;5000;5000;5000;3393;5000;5000;3576;34;-1
0f7745284e6609ea7ab93f0bb3d4e27b;uniqinv40prop.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
4506f56d227a7d712001b5bdb4c4ba9a;20180322_164226378_p_cnf_320_1120.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
e544183b01b5e83218a5bdc00e70c3ef;frb35-17-5_ext.cnf;SAT;161;93;85;88;96;72;55;259;55;52;51;269;53;59;266;134
01fc1cc7cc851ced9b38006aa2e75a8a;sted1_0x24204-380.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
6b70839c8447b720115326e1ff6f5f55;10-4-10.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
7102599487d8270727fd407449a495ea;7-4-7.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
c14160ffe4978ed8999a99a86e9a0868;le450_15c.col.15.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
8291ae40a0db4bc303a606b05d3bc7d5;satcoin-genesis-SAT-10.cnf;SAT;5000;6;6;5;6;5;5;5;5;5;6;47;5;5;6;-1
869cb9e3fe4ec4e5dbd512a853492bed;apn-sbox6-cut5-helpbox29.cnf;SAT;5000;617;695;578;645;947;3460;5000;3294;5000;5000;2909;5000;5000;5000;-1
2cdea475399ec8d12b6b64bbf2239d39;factoring87654321x12345678.cnf;SAT;1128;514;3889;503;3922;235;653;456;602;566;443;3111;569;497;530;-1
1888d05a7d675893540e77465331605a;sted5_0x24204-50.cnf;SAT;60;365;4275;384;4276;90;456;38;442;79;135;4244;89;148;8;327
876f7c1084de922940da856445b7a9c2;gto_p60c235.cnf;UNSAT;2181;980;1837;1016;1789;1184;1308;692;1192;1151;1250;2441;1157;1381;860;-1
e1d047512d402f8867873d38eb704389;satcoin-genesis-SAT-2048.cnf;SAT;5000;5000;961;5000;881;5000;5000;2057;5000;4678;5000;5000;4771;5000;5000;-1
b515d180c2bb9bb26c2937a1f7a477d1;cms-scheel-md4-families-r24-c5-p0-5-11-13-18.cnf;SAT;5000;5000;4377;5000;4511;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
f888ef68d9e9365ec285a608ec33f9b0;sted1_0x24204-350.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
71d1d27b41b6f4104192f3c7bd2c8dc8;apn-sbox6-cut5-helpbox26.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
a6d950c59f6ace57669956b0673c5f9e;satcoin-genesis-SAT-4.cnf;SAT;5000;5;5;5;5;5;5;5;5;5;5;5000;5;5;6;-1
192165aaeb4ab853cbf947ec8860b1d4;courses0.12_2017_9.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
b0ab9d6c79c9d90fbec852e4bd534542;uniqinv20prop.cnf;UNSAT;968;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
d54557514e71dc473cac5e7f7e64ecd0;ex177_13.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
e587e6a56fd12d4c4ff7dd8cda25cb3c;T86.2.0.cnf;UNSAT;1797;4877;5000;3854;5000;3802;4178;4496;4070;4223;4078;2064;4481;4932;1687;-1
78ba535e0fe3231fa505a0e8ef410de1;e_rphp065_04.cnf;UNSAT;1071;1851;5000;1849;5000;1896;1497;1946;1568;1644;1819;3938;1550;2084;1887;-1
5e3f2738c3aee1e2b827d7733c43b9f3;cz-3-7-7.cnf;UNSAT;3324;4141;5000;3808;5000;3904;4151;4279;4024;4117;3945;5000;4760;4188;5000;-1
ace7938d1df5788beba78ccfff1faf01;Nb39T6.cnf;UNSAT;1763;5000;5000;4786;5000;5000;5000;4915;5000;4990;4870;3969;5000;5000;5000;-1
7172b973f40a3328d53b0a6439f76835;queen14_14.col.14.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
4f95f1ec4850bc67965c2983454930fb;factoring94418953x321534781.cnf;SAT;5000;5000;3010;5000;2807;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
70eac53f4d8ed50b9c3aba557d9756de;cannonball-opt-y.rules.4-10.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
1c826aef02bb79c59d8d198b826d47eb;magicSquare-8_glb.cnf;SAT;616;1989;62;1804;66;253;676;795;652;1746;731;1797;1734;777;396;-1
403f7bbe8ec2dae7a59bacc2e519d6f4;TimetableCNFEncoding_4_UNKNOWN.cnf;UNKNOWN;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;-1
ec58394fe0bb13c585a21a93fa7c20ed;cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19.cnf;UNSAT;745;1015;265;1030;240;711;1381;335;1384;441;484;1938;457;532;136;-1
6f9a7266a766c95e4f2e8d933637212d;dist8.c.cnf;UNSAT;375;529;1999;514;1888;434;511;439;499;464;438;1399;468;456;5000;-1
e0d7a61367b33aed0632c945f0b7fa95;cms-scheel-md5-families-r24-c7-p1-3-6-10-11-14-15.cnf;UNSAT;3614;5000;1231;5000;1141;4613;5000;5000;5000;3455;3908;5000;3411;4375;1650;-1
ecb1e8e84b6dcb1ec2fdd6f07f3661db;filter_iir_true-unreach-call.c.cnf;UNSAT;1645;1995;5000;1839;5000;1890;1568;1731;1594;1669;1743;1594;1636;1940;902;-1
4e9aaa3d2e8a889b0c6c856d775b87b1;ecarev-110-1031-23-40-2.cnf;SAT;250;574;5000;569;5000;615;553;686;524;420;585;886;409;614;575;-1
52ba1bb1b56fa2a40b07433dbe13c46b;ae_rphp075_04.cnf;UNSAT;3535;5000;5000;5000;5000;5000;5000;5000;4887;4990;5000;5000;5000;5000;5000;-1
